path,page,text,parsed_text
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,72,"A first attempt: Biword indexesIndex every consecutive pair of terms in the text as a phrase
For example, the text “Friends, Romans, Countrymen” would generate the biwords
friends romans
romans countrymen
Each of these biwords is now a dictionary term
Two-word phrase query-processing is now immediate.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",first attempt biword indexes index every consecutive pair terms the text phrase for example the text friends romans countrymen would generate the biwords friends romans romans countrymen each these biwords now dictionary term two word phrase query processing now immediatec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,73,"Longer phrase queriesLonger phrases are processed as we did with wild-cards:
""stanford university palo alto"" can be broken into the Boolean query on biwords:
stanford university AND university palo AND palo alto

Without the docs, we cannot verify that the docs matching the above Boolean query do contain the phrase.Can have false positives!C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",longer phrase queries longer phrases are processed did with wild cards stanford university palo alto can broken into the boolean query biwords stanford university university palo palo alto without the docs cannot verify that the docs matching the above boolean query contain the phrasecan have false positivesc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,74,"Extended biwordsParse the indexed text and perform part-of-speech-tagging (POST).
Bucket the terms into (say) Nouns (N) and articles/prepositions (X).
Call any string of terms of the form NX*N an extended biword.
Each such extended biword is now made a term in the dictionary.
Example:  catcher in the rye
                N           X   X    N
Query processing: parse it into N’s and X’s
Segment query into enhanced biwords
Look up in index: catcher ryeC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",extended biwords parse the indexed text and perform part speech tagging bucket the terms into say nouns and articlesprepositions call any string terms the form extended biword each such extended biword now made term the dictionary example catcher the rye query processing parse into ns and xs segment query into enhanced biwords look index catcher rye manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,75,"Issues for biword indexesFalse positives, as noted before
Index blowup due to bigger dictionary
Infeasible for more than biwords, big even for them

Biword indexes are not the standard solution (for all biwords) but can be part of a compound strategyC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",issues for biword indexes false positives noted before index blowup due bigger dictionary infeasible for more than biwords big even for them biword indexes are not the standard solution for biwords but can part compound strategy manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,76,"Solution 2: Positional indexesIn the postings, store, for each term the position(s) in which tokens of it appear:

<term, number of docs containing term;
doc1: position1, position2 … ;
doc2: position1, position2 … ;
etc.>C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",solution positional indexes the postings store for each term the positions which tokens appear term number docs containing term doc position position doc position position etcc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,77,"Positional index exampleFor phrase queries, we use a merge algorithm recursively at the document level
But we now need to deal with more than just equality<be: 993427;
1: 7, 18, 33, 72, 86, 231;
2: 3, 149;
4: 17, 191, 291, 430, 434;
5: 363, 367, …>Which of docs 1,2,4,5
could contain “to be
or not to be”?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",positional index example for phrase queries use merge algorithm recursively the document level but now need deal with more than just equalitybe which docs could contain to not bec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,78,"Processing a phrase queryExtract inverted index entries for each distinct term: to, be, or, not.
Merge their doc:position lists to enumerate all positions with “to be or not to be”.
to: 
2:1,17,74,222,551; 4:8,16,190,429,433; 7:13,23,191; ...
be:  
1:17,19; 4:17,191,291,430,434; 5:14,19,101; ...
Same general method for proximity searchesC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",processing phrase query extract inverted index entries for each distinct term not merge their docposition lists enumerate positions with to not be same general method for proximity searches manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,79,"Positional index sizeYou can compress position values/offsets
Nevertheless, a positional index expands postings storage substantially
Nevertheless, a positional index is now standardly used because of the power and usefulness of phrase and proximity queries … whether used explicitly or implicitly in a ranking retrieval system.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",positional index size you can compress position valuesoffsets nevertheless positional index expands postings storage substantially nevertheless positional index now standardly used because the power and usefulness phrase and proximity queries whether used explicitly implicitly ranking retrieval systemc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,80,"Positional index sizeNeed an entry for each occurrence, not just once per document
Index size depends on average document size
Average web page has <1000 terms
SEC filings, books, even some epic poems … easily 100,000 terms
Consider a term with frequency 0.1%Why?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",positional index size need entry for each occurrence not just once document index size depends average document size average web page has terms filings books even some epic poems easily terms consider term with frequency whyc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,81,"Rules of thumbA positional index is 2–4 as large as a non-positional index
Positional index size 35–50% of volume of original text
Caveat: all of this holds for “English-like” languages
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",rules thumb positional index large positional index positional index size volume original text caveat this holds for english like languages manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,82,"Combination schemesThese two approaches can be profitably combined
For particular phrases (“Michael Jackson”, “Britney Spears”) it is inefficient to keep on merging positional postings lists
Even more so for phrases like “The Who”
Williams et al. (2004) evaluate a more sophisticated mixed indexing scheme
A typical web query mixture was executed in ¼ of the time of using just a positional index
It required 26% more space than having a positional index aloneC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",combination schemes these two approaches can profitably combined for particular phrases michael jackson britney spears inefficient keep merging positional postings lists even more for phrases like the who williams evaluate more sophisticated mixed indexing scheme typical web query mixture was executed the time using just positional index required more space than having positional index alone manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,83,"Dictionary data structures for inverted indexesThe dictionary data structure stores the term vocabulary, document frequency, pointers to each postings list … in what data structure?
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",dictionary data structures for inverted indexes the dictionary data structure stores the term vocabulary document frequency pointers each postings list what data structure manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,84,"A naïve dictionaryAn array of struct:






         char[20]   int                   Postings *
         20 bytes   4/8 bytes        4/8 bytes  
How do we store a dictionary in memory efficiently?
How do we quickly look up elements at query time?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",nave dictionary array struct char int postings bytes bytes bytes how store dictionary memory efficiently how quickly look elements query timec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,85,"Dictionary data structuresTwo main choices:
Hashtables
Trees
Some IR systems use hashtables, some trees
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",dictionary data structures two main choices hashtables trees some systems use hashtables some trees manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,86,"HashtablesEach vocabulary term is hashed to an integer
Pros:
Lookup is faster than for a tree: O(1)
Cons:
No easy way to find minor variants:
judgment/judgement
No prefix search (e.g., entrep*)		[tolerant  retrieval]
If vocabulary keeps growing, need to occasionally do the expensive operation of rehashing everythingC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",hashtables each vocabulary term hashed integer pros lookup faster than for tree cons easy way find minor variants judgmentjudgement prefix search entrep tolerant retrieval vocabulary keeps growing need occasionally the expensive operation rehashing everything manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,87,Roota-mn-za-huhy-mn-shsi-zaardvarkhuygenssicklezygotTree: binary tree,roota huhy shsi zaardvarkhuygenssicklezygot tree binary tree
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,88,"TreesSimplest: binary tree
More usual: B-trees
Trees require a standard ordering of characters and hence strings … but we typically have one
Pros:
Solves the prefix problem (terms starting with entrep)
Cons:
Slower: O(log M)  [and this requires balanced tree]
Rebalancing binary trees is expensive
But B-trees mitigate the rebalancing problemSec. 3.1C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",trees simplest binary tree more usual trees trees require standard ordering characters and hence strings but typically have one pros solves the prefix problem terms starting with entrep cons slower olog and this requires balanced tree rebalancing binary trees expensive but trees mitigate the rebalancing problem sec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,89,"Tree: B-treeDefinition: Every internal node has a number of children in the interval [a,b] where a, b are appropriate natural numbers, e.g., [2,4].a-huhy-mn-zSec. 3.1C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",tree tree definition every internal node has number children the interval where are appropriate natural numbers huhy sec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,90,"Wild-card queriesC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",wild card queries manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,91,"Wild-card queries: *mon*: find all docs containing any word beginning with ""mon"".
Easy with binary tree (or B-tree) lexicon: retrieve all words w such that mon ≤ w < moo
*mon: find words ending in ""mon"": harder
Maintain an additional B-tree for terms backwards.
Can retrieve all words in range: nom ≤ w < non.Exercise: from this, how can we enumerate all terms
meeting the wild-card query pro*cent ?Sec. 3.2C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",wild card queries mon find docs containing any word beginning with mon easy with binary tree tree lexicon retrieve words such that mon moo mon find words ending mon harder maintain additional tree for terms backwards can retrieve words range nom nonexercise from this how can enumerate terms meeting the wild card query procent sec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,92,"Query processingAt this point, we have an enumeration of all terms in the dictionary that match the wild-card query.
We still have to look up the postings for each enumerated term.
E.g., consider the query:
	se*ate AND fil*er
	This may result in the execution of many Boolean AND queries.Sec. 3.2C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",query processing this point have enumeration terms the dictionary that match the wild card query still have look the postings for each enumerated term consider the query seate filer this may result the execution many boolean queriessec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,93,"B-trees handle *'s at the end of a query termHow can we handle *'s in the middle of query term?
co*tion
We could look up co* AND *tion in a B-tree and intersect the two term sets
Expensive
The solution: transform wild-card queries so that the *'s occur at the end
This gives rise to the Permuterm Index.Sec. 3.2C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",trees handle the end query term how can handle the middle query term cotion could look tion tree and intersect the two term sets expensive the solution transform wild card queries that the occur the end this gives rise the permuterm indexsec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,94,"Wild-card queries: PERMUTERM INDEXC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",wild card queries manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,95,"Permuterm indexFirst, we introduce a special symbol ($) into our character set to mark the end of a term
hello  hello$
Next, we construct a ""permuterm"" index:
the various rotations of each term (augmented with $) all link to the original vocabulary termC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",permuterm index first introduce special symbol into our character set mark the end term hello hello next construct permuterm index the various rotations each term augmented with link the original vocabulary term manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,96,"Permuterm indexPermuterm 
vocabularyhomo$omo$hmo$hohomoDictionaryPostingso$homo…hello$ello$hllo$hehelloo$hell…C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",permuterm index permuterm vocabularyhomoomohmohohomo dictionary postingsohomohelloellohllohehelloohellc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,97,"Permuterm indexHow does this index help us with wildcard queries? 
Consider the wildcard query h*o
The key is to rotate such a wildcard query so that the * symbol appears at the end of the string 
The rotated wildcard query becomes o$h*
Next, we look up this string in the permuterm index, where seeking o$h* (via a search tree) leads to rotations of (among others) the terms hello and homo98",permuterm index how does this index help with wildcard queries consider the wildcard query the key rotate such wildcard query that the symbol appears the end the string the rotated wildcard query becomes next look this string the permuterm index where seeking via search tree leads rotations among others the terms hello and homo
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,98,"Permuterm indexFor term hello, index under:
hello$, ello$h, llo$he, lo$hel, o$hell
where $ is a special symbol.
Queries:
X    lookup on X$	    X*   lookup on   $X*
*X   lookup on X$*	    *X*  lookup on   X*
X*Y lookup on Y$X*	Sec. 3.2.1C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",permuterm index for term hello index under hello elloh llohe lohel ohell where special symbol queries lookup lookup lookup lookup lookup sec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,99,"Permuterm index X*Y*Z     ??? 
Z$X*
But not all such dictionary terms will have the string Y in the middle 
Then, we have filter these out by exhaustive enumeration, checking each candidate to see if it contains YC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",permuterm index xyz but not such dictionary terms will have the string the middle then have filter these out exhaustive enumeration checking each candidate see contains manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,100,"Permuterm query processingRotate query wild-card to the right
Now use B-tree lookup as before.
Permuterm problem: ≈ quadruples lexicon sizeEmpirical observation for English.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",permuterm query processing rotate query wild card the right now use tree lookup before permuterm problem quadruples lexicon size empirical observation for englishc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,101,"Wild-card queries: N-GRAMSC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",wild card queries manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,102,"Bigram (k-gram) indexesEnumerate all k-grams (sequence of k chars) occurring in any term
e.g., from text ""April is the cruelest month"" we get the 2-grams (bigrams)



$ is a special word boundary symbol
Maintain a second inverted index from bigrams to dictionary terms that match each bigram.$a,ap,pr,ri,il,l$,$i,is,s$,$t,th,he,e$,$c,cr,ru,
ue,el,le,es,st,t$, $m,mo,on,nt,h$C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",bigram gram indexes enumerate grams sequence chars occurring any term from text april the cruelest month get the grams bigrams special word boundary symbol maintain second inverted index from bigrams dictionary terms that match each bigramaapprriilliisstthheeccrru ueelleesstt mmoonnthc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,103,"Bigram index exampleThe k-gram index finds terms based on a query consisting of k-grams (here k=2).moonamong$mmacealongamortizemaddenamongC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",bigram index example the gram index finds terms based query consisting grams here kmoonamongmmacealongamortizemaddenamong manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,104,"Processing wild-cardsQuery mon* can now be run as
$m AND mo AND on
Gets terms that match AND version of our wildcard query.

But we’d enumerate moon.
Must post-filter these terms against query.
Surviving enumerated terms are then looked up in the term-document inverted index.
Fast, space efficient (compared to permuterm).C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",processing wild cards query mon can now run gets terms that match version our wildcard query but wed enumerate moon must post filter these terms against query surviving enumerated terms are then looked the term document inverted index fast space efficient compared permutermc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,105,Spelling correction,spelling correction
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,106,"Spell correctionTwo principal uses
Correcting document(s) being indexed
Correcting user queries to retrieve ""right"" answers
Two main flavors:
Isolated word
Check each word on its own for misspelling
Will not catch typos resulting in correctly spelled words
 e.g., from  form
Context-sensitive
Look at surrounding words, 
e.g., I flew form Heathrow to Narita.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",spell correction two principal uses correcting documents being indexed correcting user queries retrieve right answers two main flavors isolated word check each word its own for misspelling will not catch typos resulting correctly spelled words from form context sensitive look surrounding words flew form heathrow naritac manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,107,"Document correctionEspecially needed for OCR'ed documents
Correction algorithms are tuned for this: rn/m
Can use domain-specific knowledge
E.g., OCR can confuse O and D more often than it would confuse O and I (adjacent on the QWERTY keyboard, so more likely interchanged in typing).
But also: web pages and even printed material have typos
Goal: the dictionary contains fewer misspellings
But often we don't change the documents and instead fix the query-document mappingC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",document correction especially needed for cred documents correction algorithms are tuned for this rnm can use domain specific knowledge can confuse and more often than would confuse and adjacent the keyboard more likely interchanged typing but also web pages and even printed material have typos goal the dictionary contains fewer misspellings but often dont change the documents and instead fix the query document mapping manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,108,"Query mis-spellingsOur principal focus here
E.g., the query famos enterprenuers
We can either
Retrieve documents indexed by the correct spelling
Showing results for famous entrepreneurs
Or return several suggested alternative queries with the correct spelling
Did you mean famous entrepreneurs?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",query mis spellings our principal focus here the query famos enterprenuers can either retrieve documents indexed the correct spelling showing results for famous entrepreneurs return several suggested alternative queries with the correct spelling did you mean famous entrepreneursc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,109,"Isolated word correctionFundamental premise: there is a lexicon from which the correct spellings come
Two basic choices for this
A standard lexicon such as
Webster's English Dictionary
An ""industry-specific"" lexicon – hand-maintained
The lexicon of the indexed corpus
E.g., all words on the web
All names, acronyms etc.
(Including the mis-spellings)C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",isolated word correction fundamental premise there lexicon from which the correct spellings two basic choices for this standard lexicon such websters english dictionary industry specific lexicon hand maintained the lexicon the indexed corpus words the web names acronyms etc including the mis spellingsc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,110,"Isolated word correctionGiven a lexicon and a character sequence Q, return the words in the lexicon closest to Q
What’s ""closest""?
Several alternatives
Edit distance (Levenshtein distance)
Weighted edit distance
n-gram overlapC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",isolated word correction given lexicon and character sequence return the words the lexicon closest whats closest several alternatives edit distance levenshtein distance weighted edit distance gram overlap manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,111,"Edit distance (Levenshtein distance)Given two strings S1 and S2, the minimum number of operations to convert one to the other
Operations are typically character-level
Insert, Delete, Replace, (Transposition)
E.g., the edit distance from dof to dog is 1
From cat to act is 2	   (Just 1 with transpose.)
from cat to dog is 3.	
Generally found by dynamic programming.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",edit distance levenshtein distancegiven two strings and the minimum number operations convert one the other operations are typically character level insert delete replace transposition the edit distance from dof dog from cat act just with transpose from cat dog generally found dynamic programmingc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,112,"Weighted edit distanceAs above, but the weight of an operation depends on the character(s) involved
Meant to capture OCR or keyboard errorsExample: m more likely to be mis-typed as n than as q
Therefore, replacing m by n is a smaller edit distance than by q
This may be formulated as a probability model
Requires weight matrix as input
Modify dynamic programming to handle weightsC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",weighted edit distance above but the weight operation depends the characters involved meant capture keyboard errors example more likely mis typed than therefore replacing smaller edit distance than this may formulated probability model requires weight matrix input modify dynamic programming handle weights manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,113,"Using edit distancesGiven query, 
first enumerate all character sequences within a preset (weighted) edit distance (e.g., 2)
Intersect this set with list of ""correct"" words
Show terms you found to user as suggestions
Alternatively to 3, 
We can look up all possible corrections in our inverted index and return all docs … slow
We can run with a single most likely correction (Google's ""Showing results for …"")
The alternatives disempower the user, but save a round of interaction with the userC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",using edit distances given query first enumerate character sequences within preset weighted edit distance intersect this set with list correct words show terms you found user suggestions alternatively can look possible corrections our inverted index and return docs slow can run with single most likely correction googles showing results for the alternatives disempower the user but save round interaction with the user manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,114,"Edit distance to all dictionary terms?Given a (mis-spelled) query – do we compute its edit distance to every dictionary term?
Expensive and slow
Alternative?
How do we cut the set of candidate dictionary terms?
One possibility is to use n-gram overlap for this
This can also be used by itself for spelling correctionC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",edit distance dictionary termsgiven mis spelled query compute its edit distance every dictionary term expensive and slow alternative how cut the set candidate dictionary terms one possibility use gram overlap for this this can also used itself for spelling correction manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,115,"n-gram overlapEnumerate all the n-grams in the query string as well as in the lexicon
Use the n-gram index (recall wild-card search) to retrieve all lexicon terms matching any of the query n-grams
Threshold by number of matching n-grams
Variants – weight by keyboard layout, etc.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",gram overlap enumerate the grams the query string well the lexicon use the gram index recall wild card search retrieve lexicon terms matching any the query grams threshold number matching grams variants weight keyboard layout etcc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,116,"ExampleQuery:	bord  bo AND or AND rdboaboardaboutboardroomborderorborderlordmorbidsordidrdaboardardentboardroomborderC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",example query bord rdboaboardaboutboardroomborderorborderlordmorbidsordidrdaboardardentboardroomborder manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,117,"ExampleQuery:	bord  bo AND or AND rd
Enumetate all terms containting at least 2 bigrams 118boaboardaboutboardroomborderorborderlordmorbidsordidrdaboardardentboardroomborder",example query bord enumetate terms containting least bigrams boaboardaboutboardroomborderorborderlordmorbidsordidrdaboardardentboardroomborder
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,118,"ExampleQuery:	bord  bo AND or AND rd
Enumetate all terms containting at least 2 bigrams






boardroom is an implausible correctionboaboardaboutboardroomborderorborderlordmorbidsordidrdaboardardentboardroomborder",example query bord enumetate terms containting least bigrams boardroom implausible correctionboaboardaboutboardroomborderorborderlordmorbidsordidrdaboardardentboardroomborder
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,119,"Example with trigramsSuppose the text is november
Trigrams are nov, ove, vem, emb, mbe, ber.
The query is december
Trigrams are dec, ece, cem, emb, mbe, ber.
So, 3 trigrams overlap (of 6 in each term)
How can we turn this into a normalized measure of overlap?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",example with trigrams suppose the text november trigrams are nov ove vem emb mbe ber the query december trigrams are dec ece cem emb mbe ber trigrams overlap each term how can turn this into normalized measure overlapc manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,120,"One option – Jaccard coefficientC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",one option jaccard coefficient manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,121,"Jaccard: Examplebord  bo – or – rd
border  bo – or – rd – de – er
abord  ab – bo – or – rd
boardroom  bo – oa – ar – rd – dr – ro – oo – om  

J(bord, border) = 3/5 = 0.6
J(bord, abord) = 3/4 = 0.75
J(bord, boardroom)= 3/8 = 0.375 
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",jaccard examplebord border abord boardroom jbord border jbord abord jbord boardroom manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,122,"loreloreMatching trigramsConsider the query lord – we wish to identify words matching 2 of its 3 bigrams (lo, or, rd)loorrdaloneslothmorbidbordercardborderardentStandard postings “merge” will enumerate … Adapt this to using Jaccard (or another) measure.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",lorelore matching trigrams consider the query lord wish identify words matching its bigrams rdloorrdaloneslothmorbidbordercardborderardent standard postings merge will enumerate adapt this using jaccard another measurec manning raghavan and schtze introduction information retrieval
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,123,"OutlineBackground: Search technologies
Inverted index ✓
Boolean queries ✓
Approximate queries ✓
Ranking
Searching tables in a data lake
Source and data discovery on the Web",outline background search technologies inverted index boolean queries approximate queries ranking searching tables data lake source and data discovery the web
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx,124,"Ranked retrievalThus far, our queries have all been Boolean.
Documents either match or don’t.
Good for expert users with precise understanding of their needs and the collection.
Also good for applications: Applications can easily consume 1000s of results.
Not good for the majority of users.
Most users are incapable of writing Boolean queries (or they are, but they think it’s too much work).
Most users don’t want to wade through 1000s of results.
This is particularly true of web search.
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval",ranked retrieval thus far our queries have been boolean documents either match dont good for expert users with precise understanding their needs and the collection also good for applications applications can easily consume results not good for the majority users most users are incapable writing boolean queries they are but they think its too much work most users dont want wade through results this particularly true web search manning raghavan and schtze introduction information retrieval
