path,page,text,parsed_text,topics,topics2perc
dataExtraction\data_test\rootfolder\universita\algoBigData\15-quantum-un-qubit-heisenberg-02.pdf,1,"10/6/2021
215-quantum -un-qubit -Heisenberg -02
due basi
•usiamo due basi per descrivere lo stesso qubit
–la base costituita dai vettori |0e|1
–e la base costituita da |ۧ+=ൗ1
2|0+ൗ1
2|1e 
|ۧ−=ൗ1
2|0−ൗ1
2|1
30
1= |1
1
0=|0|+
ൗ𝜋4
|−
|ۧ+e |ۧ−è una base
•in primo luogo |ۧ+=ൗ1
2|0+ൗ1
2|1è 
effettivamente uno stato
–infatti ൗ1
22
+ൗ1
22
=Τ12+Τ12=1
•e anche |ۧ−=ൗ1
2|0−ൗ1
2|1è 
effettivamente uno stato
–infatti ൗ1
22
+−ൗ1
22
=Τ12+Τ12=1
43
4", quantum qubit heisenberg due basi •usiamo due basi descrivere stesso qubit –la base costituita vettori e –e base costituita ۧൗ ൗ e ۧ−ൗ −ൗ    ൗ𝜋 − ۧe ۧ−è base •in primo luogo ۧൗ ൗ è effettivamente stato –infatti ൗ ൗ ττ •e ۧ−ൗ −ൗ è effettivamente stato –infatti ൗ −ൗ ττ ,[8],"[(8, 0.96399283)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\15-quantum-un-qubit-heisenberg-02.pdf,2,"10/6/2021
315-quantum -un-qubit -Heisenberg -02
|ۧ+e |ۧ−è una base
•inoltre |ۧ+e |ۧ−sono perpendicolari tra loro
•per dimostrarlo basta calcolare il loro prodotto 
scalare +−=ൗ1
2ൗ1
2ൗ1
2
−ൗ1
2e osservare 
che ha valore nullo
5
due misure
•dato un qubit|𝜓, possiamo misurarlo sia usando 
la base |0e|1sia usando la base |ۧ+e |ۧ−
•la prima misura la chiamiamo bit-value e la 
seconda sign -value
6|1
|0|+
ൗ𝜋4
|−|𝜓5
6", quantum qubit heisenberg ۧe ۧ−è base •inoltre ۧe ۧ−sono perpendicolari •per dimostrarlo basta calcolare prodotto scalare −ൗ ൗ ൗ −ൗ e osservare valore nullo due misure •dato qubit𝜓 possiamo misurarlo usando base esia usando base ۧe ۧ− •la prima misura chiamiamo bit value seconda sign value   ൗ𝜋 −𝜓 ,[1],"[(1, 0.969994)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\15-quantum-un-qubit-heisenberg-02.pdf,3,"10/6/2021
415-quantum -un-qubit -Heisenberg -02
posizione e velocità
•immaginiamo ora che il bit -value corrisponda 
alla posizione e che il sign-value corrisponda alla 
velocità
7|1
|0|+
ൗ𝜋4
|−|𝜓
posizione e velocità
•è possibile in un certo istante conoscere 
posizione e velocità di un qubit ?
8|1
|0|+
ൗ𝜋4
|−|𝜓7
8", quantum qubit heisenberg posizione velocità •immaginiamo ora bit value corrisponda posizione sign value corrisponda velocità   ൗ𝜋 −𝜓 posizione velocità •è possibile certo istante conoscere posizione velocità qubit   ൗ𝜋 −𝜓 ,[5],"[(5, 0.9549889)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\15-quantum-un-qubit-heisenberg-02.pdf,4,"10/6/2021
515-quantum -un-qubit -Heisenberg -02
conoscenza perfetta del bit -value
•perchè si possa conoscere perfettamente il bit -
value di |𝜓occorre che esso sia |0oppure |1
9|1
|0|+
ൗ𝜋4
|−|𝜓
conoscenza perfetta del sign-value
•perchè si possa conoscere perfettamente il sign-
value di |𝜓occorre che esso sia |ۧ+oppure |ۧ−
10|1
|0|+
ൗ𝜋4
|−|𝜓9
10", quantum qubit heisenberg conoscenza perfetta bit value •perchè possa conoscere perfettamente bit value 𝜓occorre esso oppure    ൗ𝜋 −𝜓 conoscenza perfetta sign value •perchè possa conoscere perfettamente sign value 𝜓occorre esso ۧoppure ۧ−   ൗ𝜋 −𝜓 ,[3],"[(3, 0.9624946)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\15-quantum-un-qubit-heisenberg-02.pdf,5,"10/6/2021
615-quantum -un-qubit -Heisenberg -02
conoscenza perfetta di entrambi
•se possiamo conoscere perfettamente il sign-
value di |𝜓, es. perchè esso è molto vicino a |0, 
allora abbiamo molta incertezza sul sign-value
–è |ۧ+con probabilità Τ12e |ۧ−con probabilità Τ12
11|1
|0|+
ൗ𝜋4
|−|𝜓
11", quantum qubit heisenberg conoscenza perfetta entrambi •se possiamo conoscere perfettamente sign value 𝜓 es perchè esso molto vicino  allora molta incertezza sign value –è ۧcon probabilità τe ۧ−con probabilità τ   ൗ𝜋 −𝜓 ,[2],"[(2, 0.95907855)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,0,"9/28/2021
102-linguaggio -e-grammatiche -24
1Linguaggi e Grammatiche
2Linguaggi e informatica
•ubiquitari nelle applicazioni
–linguaggi di programmazione
•compilatori ed interpreti
–linguaggi di comunicazione
•protocolli per il dialogo traentità omologhe
–linguaggi per intefacce
•specifica di sequenze di operazioni
•paradigmatici nella teoria
–molti importanti problemi teorici sono riconducibili a 
quello dell’appartenenza di una stringa ad un 
linguaggio1
2", linguaggio grammatiche linguaggi grammatiche linguaggi informatica •ubiquitari applicazioni –linguaggi programmazione •compilatori interpreti –linguaggi comunicazione •protocolli dialogo traentità omologhe –linguaggi intefacce •specifica sequenze operazioni •paradigmatici teoria –molti importanti problemi teorici riconducibili dell’appartenenza stringa linguaggio ,[5],"[(5, 0.9608514)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,1,"9/28/2021
202-linguaggio -e-grammatiche -24
3Tre approcci diversi
•approccio insiemistico
–utile per determinare le 
proprietà elementari dei
linguaggi
•approccio generativo
–grammatiche formali
•approccio riconoscitivo
–automi riconoscitori
4Concetti matematici di base
•Insiemi
•Relazioni
•Funzioni3
4", linguaggio grammatiche tre approcci diversi •approccio insiemistico –utile determinare proprietà elementari linguaggi •approccio generativo –grammatiche formali •approccio riconoscitivo –automi riconoscitori concetti matematici base •insiemi •relazioni •funzioni ,[4],"[(4, 0.947038)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,2,"9/28/2021
302-linguaggio -e-grammatiche -24
5Insiemi
•consideriamo insiemi finiti e insiemi infiniti
•|A| = cardinalità dell’insieme (finito ) A
•alcuni insiemi infiniti di numeri:
N naturali (contiene zero)
N+ naturali positivi
Z interi relativi
Z+interi positivi
Z- interi negativiQ razionali relativi
Q+ razionali positivi
Q-razionali negativi
R reali
R+ reali positivi
R-reali negativi
6Sottoinsiemi e insiemi uguali
•datidue insiemi A e B, se
x B x A
allora B è sottoinsieme di A, e siscrive B A
•ogni insieme è sottoinsieme di se stesso
•l’insieme vuotoè sottoinsieme di ogni insieme
•se A e B sono finiti , allora B A |B| |A|
•A e B insiemi uguali
A=B (x A x B)
sipuòscrivere anche
A=B (A B B A)
•A è sottoinsieme proprio di B (A B) se 
(A B) (A B)5
6", linguaggio grammatiche insiemi •consideriamo insiemi finiti insiemi infiniti •a cardinalità dell’insieme finito •alcuni insiemi infiniti numeri n naturali contiene zero n naturali positivi z interi relativi zinteri positivi z interi negativiq razionali relativi q razionali positivi q razionali negativi r reali r reali positivi r reali negativi sottoinsiemi insiemi uguali •datidue insiemi b x b x a allora b sottoinsieme a siscrive b a •ogni insieme sottoinsieme stesso •l’insieme vuotoè sottoinsieme ogni insieme •se b finiti allora b a b a •a b insiemi uguali ab x a x b sipuòscrivere ab a b b a •a sottoinsieme proprio b a b a b a b ,[9],"[(9, 0.9836331)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,3,"9/28/2021
402-linguaggio -e-grammatiche -24
7Insieme delle parti
A
P(A)l’insieme dei sottoinsiemi di A è detto l’ insieme delle parti di A e si 
indica con P(A) o 2A
se A è finito e |A| = n allora |P(A)| = 2n
8Operazioni tra insiemi
•unione C = A B
–se A e B sono finiti |C| |A|+|B|
–commutativa e associativa
•intersezione C=A B
–se A e B sono finiti |C| min{|A|, |B|}
–commutativa e associativa
–l’intersezione è distributiva rispetto all’unione
•partizione di A
–insieme di n sottoinsiemi di A tali che 
A1A2… An= A
i j AiAj= A B
A B
A7
8", linguaggio grammatiche insieme parti pal’insieme sottoinsiemi detto l’ insieme parti indica pa a finito a n allora pa n operazioni insiemi •unione b –se b finiti c ab –commutativa associativa •intersezione ca b –se b finiti c mina b –commutativa associativa –l’intersezione distributiva rispetto all’unione •partizione –insieme n sottoinsiemi tali aa… an j aiaj a b b a ,[9],"[(9, 0.9639883)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,4,"9/28/2021
502-linguaggio -e-grammatiche -24
9Operazioni tra insiemi
•complemento di B rispetto ad A
C = A -B = {x| xA xB}
•differenza simmetrica o somma disgiunta
A+B=AB-(A B)
•prodotto cartesiano C=A B
C= {x,y| xA yB}
–insieme di tutte le possibili coppie ordinate
–il prodotto cartesiano è associativo ma non commutativoA BA B
10Relazioni
•siano A1, A2, …, Ann insiemi 
(non necessariamente distinti)
•una relazione n -aria è un sottoinsieme di 
esempio :
–la relazione “ minore di ” definita sui naturali è l’insieme 
R NN = N2, dove R= {x,y| xy}A1A2…An
R A1A2…An9
10", linguaggio grammatiche operazioni insiemi •complemento b rispetto b x xa xb •differenza simmetrica somma disgiunta abab a b •prodotto cartesiano ca b c xy xa yb –insieme tutte possibili coppie ordinate –il prodotto cartesiano associativo commutativoa ba b relazioni •siano a a … ann insiemi non necessariamente distinti •una relazione n aria sottoinsieme esempio –la relazione “ minore ” definita naturali l’insieme r nn n r xy xyaa…an r aa…an ,"[0, 9]","[(0, 0.3775241), (9, 0.59893835)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,5,"9/28/2021
602-linguaggio -e-grammatiche -24
11Relazione d’ordine
•RA2=A A è una relazione d’ordine se valgono le 
seguenti proprietà:
1.riflessività
x,xR
2.antisimmetria
x,yRy,xRx=y
3.transitività
x,yRy,zRx,zR
un insieme su cui è definita una relazione d’ordine si dice 
parzialmente ordinato o poset (“partially ordered set”)
esempio : la relazione “ ” è una relazione d’ordine su N
12Relazione d’ordine totale
•una relazione d’ordine R A2è detta totale se
x,yA2 x,yR y,xR
esempio :
la relazione “ ” è una relazione d’ordine totale su N
1 2 3 4 5 6 7 8 …11
12", linguaggio grammatiche relazione d’ordine •raa a relazione d’ordine valgono seguenti proprietà riflessività xxr antisimmetria xyryxrxy transitività xyryzrxzr insieme definita relazione d’ordine dice parzialmente ordinato poset “partially ordered set” esempio relazione “ ” relazione d’ordine n relazione d’ordine totale •una relazione d’ordine r aè detta totale xya xyr yxr esempio relazione “ ” relazione d’ordine totale n        … ,[7],"[(7, 0.9678525)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,6,"9/28/2021
702-linguaggio -e-grammatiche -24
13Relazione di equivalenza
•RA2= AA è una relazione di equivalenza se valgono 
le seguenti proprietà:
1.riflessività
x,xR
2.simmetria
x,yRy,xR
3.transitività
x,yRy,zRx,zR 
esempio : la relazione “= ”è una relazione di equivalenza su R
14Relazione di equivalenza
•un insieme A su cui è definita una relazione di 
equivalenza si può partizionare in sottoinsiemi 
massimali di equivalenza , detti classi di 
equivalenza
•l’insieme delle classi di equivalenza di A è 
detto insieme quoziente e si denota A/R 
•un elemento di A/R si denota con [a]
•il numero di classi di A/R si chiama indice di R13
14", linguaggio grammatiche relazione equivalenza •ra aa relazione equivalenza valgono seguenti proprietà riflessività xxr simmetria xyryxr transitività xyryzrxzr esempio relazione “ ”è relazione equivalenza r relazione equivalenza •un insieme definita relazione equivalenza può partizionare sottoinsiemi massimali equivalenza detti classi equivalenza •l’insieme classi equivalenza detto insieme quoziente denota ar •un elemento ar denota a •il numero classi ar chiama indice r ,[6],"[(6, 0.9785674)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,7,"9/28/2021
802-linguaggio -e-grammatiche -24
15Esempio di relazione di equivalenza
•consideriamo la relazione Eksu N
n k m
se esistono q, q ′, r (con r<k) tali che
n=qk+r    e    m=q′k+r
•Ekè una relazione di equivalenza
•le sue classi sono le classi resto rispetto alla 
divisione per k
16Operazioni su relazioni
•unione
R1R2={x,y|x,yR1x,yR2}
•complementazione
R={x,y|x,yR}
•chiusura transitiva
R+  ={x,y|
y1, …,ynA, n2, y1=x, yn=y
tali che
yi,yi+1R, i=1, …,n -1} 
•chiusura transitiva e riflessiva
R*=R+{x,x|xA}15
16", linguaggio grammatiche esempio relazione equivalenza •consideriamo relazione eksu n n k m esistono q q ′ r con rk tali nqkr mq′kr •ekè relazione equivalenza •le classi classi resto rispetto divisione k operazioni relazioni •unione rrxyxyrxyr •complementazione rxyxyr •chiusura transitiva r xy y …yna n yx yny tali yiyir i …n •chiusura transitiva riflessiva rrxxxa ,"[6, 8]","[(6, 0.23249224), (8, 0.7389265)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,8,"9/28/2021
902-linguaggio -e-grammatiche -24
17Chiusure di relazioni
2
31
54
2
31
542
31
54chiusura transitivachiusura transitiva
e riflessiva
18Funzioni
R X1 … Xn
è una relazione funzionale se
x1, …, xn-1X1 … Xn-1
esiste al più un elemento xn Xntale che
x1, …, xn-1, xnR
si chiama funzione la legge che associa x1, …, xn-1ad xn
f(x1, …, xn-1) = xn
f: X1 … Xn-1→Xn
X1 … Xn-1è il tipodella funzione17
18", linguaggio grammatiche chiusure relazioni chiusura transitivachiusura transitiva riflessiva funzioni r x … xn relazione funzionale x … xn x … xn esiste elemento xn xntale x … xn xnr chiama funzione legge associa x … xn ad xn fx … xn xn f x … xn →xn x … xn è tipodella funzione ,[6],"[(6, 0.9666608)]"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf,9,"9/28/2021
1002-linguaggio -e-grammatiche -24
19Funzioni: dominio codominio
dom(f) = dominio di f
sottoinsieme di X1 … Xn-1
dom(f) = { x1, …, xn-1X1 … Xn-1|
xn Xnf(x1, …, xn-1) = xn}
cod(f) = codominio di f
sottoinsieme di Xn
cod(f) = { xn Xn|
x1, …, xn-1X1 … Xn-1
f(x1, …, xn-1) = xn}
20Funzioni: fibra
dato un xn
f-1(xn) = controimmagine o fibra di xn
sottoinsieme di X1 … Xn-1
f-1(xn) = {x1, …, xn-1X1 … Xn-1|
x1, …, xn-1dom(f)

f(x1, …, xn-1) = xn}19
20", linguaggio grammatiche funzioni dominio codominio domf dominio f sottoinsieme x … xn domf x … xn x … xn xn xnfx … xn xn codf codominio f sottoinsieme xn codf xn xn x … xn x … xn fx … xn xn funzioni fibra dato xn f xn controimmagine fibra xn sottoinsieme x … xn f xn x … xn x … xn x … xn domf  fx … xn xn ,[6],"[(6, 0.97631425)]"
